event,goalie_in_id,goalie_out_id,period_id,time,team_code,s,team_id,goalie_in_info.player_id,goalie_in_info.jersey_number,goalie_in_info.team_id,goalie_in_info.team_code,goalie_in_info.first_name,goalie_in_info.last_name,id,period,time_formatted,home_player_id,visitor_player_id,home_win,location_id,x_location,y_location,win_team_id,player_home.player_id,player_home.jersey_number,player_home.team_id,player_home.team_code,player_home.first_name,player_home.last_name,player_visitor.player_id,player_visitor.jersey_number,player_visitor.team_id,player_visitor.team_code,player_visitor.first_name,player_visitor.last_name,home,player_id,hit_type,hitter.player_id,hitter.jersey_number,hitter.team_id,hitter.team_code,hitter.first_name,hitter.last_name,goalie_id,shot_type,shot_type_description,shot_quality_description,quality,game_goal_id,player_team_id,goalie_team_id,assist1_player_id,assist2_player_id,goal_type_name,player.player_id,player.jersey_number,player.team_id,player.team_code,player.first_name,player.last_name,goalie.player_id,goalie.jersey_number,goalie.team_id,goalie.team_code,goalie.first_name,goalie.last_name,goal_type,goal_player_id,location_set,power_play,empty_net,penalty_shot,short_handed,insurance_goal,game_winning,game_tieing,scorer_goal_num,plus,minus,goal_scorer.player_id,goal_scorer.jersey_number,goal_scorer.team_id,goal_scorer.team_code,goal_scorer.first_name,goal_scorer.last_name,assist1_player.player_id,assist1_player.jersey_number,assist1_player.team_id,assist1_player.team_code,assist1_player.first_name,assist1_player.last_name,assist2_player.player_id,assist2_player.jersey_number,assist2_player.team_id,assist2_player.team_code,assist2_player.first_name,assist2_player.last_name,player_served,offence,pp,time_off_formatted,bench,minutes,minutes_formatted,penalty_class_id,penalty_class,lang_penalty_description,player_penalized_info.player_id,player_penalized_info.jersey_number,player_penalized_info.team_id,player_penalized_info.team_code,player_penalized_info.first_name,player_penalized_info.last_name,player_served_info.player_id,player_served_info.jersey_number,player_served_info.team_id,player_served_info.team_code,player_served_info.first_name,player_served_info.last_name,goalie_out_info.player_id,goalie_out_info.jersey_number,goalie_out_info.team_id,goalie_out_info.team_code,goalie_out_info.first_name,goalie_out_info.last_name
goal,,,1,16:22,,982,1,,,,,,,246966,1st,16:22,,,,,63.0,113.0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,20164,20447,,,,,,,,,,,,,,PP,19539,0,1,0,0,0,0,0,0,17,"[{'player_id': '19539', 'jersey_number': '9', 'team_id': '1', 'team_code': 'Mon', 'first_name': 'Gabe', 'last_name': 'Smith'}, {'player_id': '20414', 'jersey_number': '14', 'team_id': '1', 'team_code': 'Mon', 'first_name': 'Teddy', 'last_name': 'Mutryn'}, {'player_id': '23895', 'jersey_number': '16', 'team_id': '1', 'team_code': 'Mon', 'first_name': 'Tommy', 'last_name': 'Bleyl'}, {'player_id': '20164', 'jersey_number': '18', 'team_id': '1', 'team_code': 'Mon', 'first_name': 'Caleb', 'last_name': 'Desnoyers'}, {'player_id': '20447', 'jersey_number': '86', 'team_id': '1', 'team_code': 'Mon', 'first_name': 'Niko', 'last_name': 'Tournas'}]","[{'player_id': '23933', 'jersey_number': '3', 'team_id': '12', 'team_code': 'Gat', 'first_name': 'Drew', 'last_name': 'McLennan'}, {'player_id': '21299', 'jersey_number': '5', 'team_id': '12', 'team_code': 'Gat', 'first_name': 'Michel', 'last_name': 'Myloserdnyy'}, {'player_id': '20508', 'jersey_number': '18', 'team_id': '12', 'team_code': 'Gat', 'first_name': 'Gabriel', 'last_name': 'Séguin'}, {'player_id': '21292', 'jersey_number': '91', 'team_id': '12', 'team_code': 'Gat', 'first_name': 'Simon-Xavier', 'last_name': 'Cyr'}]",19539,9,1,Mon,Gabe,Smith,20164,18,1,Mon,Caleb,Desnoyers,20447,86,1,Mon,Niko,Tournas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:16:22,,982,,,,,,,,1,1,16:22,20414,21292,1,5,300.0,150.0,1,20414,14,1,Mon,Teddy,Mutryn,21292,91,12,Gat,Simon-Xavier,Cyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,1,17:34,,1054,12,,,,,,,690417,,17:34,,,,,400.0,237.0,,,,,,,,,,,,,,0,20508,,,,,,,,21388,5,Default,Non quality on net,2,,12,1,,,,20508,18,12,Gat,Gabriel,Séguin,21388,35,1,Mon,Jacoby,Weiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:17:35,,1055,,,,,,,,1,1,17:35,19539,22097,1,9,457.0,206.0,1,19539,9,1,Mon,Gabe,Smith,22097,72,12,Gat,Nicholas,Petrut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,1,18:19,,1099,1,,,,,,,690418,,18:19,,,,,131.0,154.0,,,,,,,,,,,,,,1,23749,,,,,,,,23743,5,Default,Quality goal,5,246967,1,12,19619,19528,,23749,27,1,Mon,Kuzma,Voronin,23743,90,12,Gat,Danai,Shaiikov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goal,,,1,18:19,,1099,1,,,,,,,246967,1st,18:19,,,,,131.0,154.0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,19619,19528,,,,,,,,,,,,,,,23749,0,0,0,0,0,0,0,0,14,"[{'player_id': '23761', 'jersey_number': '2', 'team_id': '1', 'team_code': 'Mon', 'first_name': 'Max', 'last_name': 'Vilen'}, {'player_id': '20164', 'jersey_number': '18', 'team_id': '1', 'team_code': 'Mon', 'first_name': 'Caleb', 'last_name': 'Desnoyers'}, {'player_id': '19528', 'jersey_number': '24', 'team_id': '1', 'team_code': 'Mon', 'first_name': 'Adam', 'last_name': 'Fortier-Gendron'}, {'player_id': '23749', 'jersey_number': '27', 'team_id': '1', 'team_code': 'Mon', 'first_name': 'Kuzma', 'last_name': 'Voronin'}, {'player_id': '19619', 'jersey_number': '92', 'team_id': '1', 'team_code': 'Mon', 'first_name': 'Gavin', 'last_name': 'Cornforth'}]","[{'player_id': '21299', 'jersey_number': '5', 'team_id': '12', 'team_code': 'Gat', 'first_name': 'Michel', 'last_name': 'Myloserdnyy'}, {'player_id': '19705', 'jersey_number': '6', 'team_id': '12', 'team_code': 'Gat', 'first_name': 'Alexandre', 'last_name': 'Carbonneau'}, {'player_id': '23340', 'jersey_number': '9', 'team_id': '12', 'team_code': 'Gat', 'first_name': 'Louis-Étienne', 'last_name': 'Halley'}, {'player_id': '19080', 'jersey_number': '58', 'team_id': '12', 'team_code': 'Gat', 'first_name': 'Justin', 'last_name': 'Boisselle'}, {'player_id': '20244', 'jersey_number': '93', 'team_id': '12', 'team_code': 'Gat', 'first_name': 'Zackarie', 'last_name': 'Michaud'}]",23749,27,1,Mon,Kuzma,Voronin,19619,92,1,Mon,Gavin,Cornforth,19528,24,1,Mon,Adam,Fortier-Gendron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goalie_change,24108,,1,18:19,Gat,1099,12,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goalie_change,,23743,1,18:19,Gat,1099,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23743,90,12,Gat,Danai,Shaiikov
faceoff,,,,00:18:19,,1099,,,,,,,,1,1,18:19,20164,19080,1,5,300.0,150.0,1,20164,18,1,Mon,Caleb,Desnoyers,19080,58,12,Gat,Justin,Boisselle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,1,19:57,,1197,1,,,,,,,690419,,19:57,,,,,72.0,132.0,,,,,,,,,,,,,,1,19625,,,,,,,,24108,5,Default,Quality on net,1,,1,12,,,,19625,23,1,Mon,Riley,Sampson,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:19:58,,1198,,,,,,,,1,1,19:58,20414,21481,1,1,100.0,49.0,1,20414,14,1,Mon,Teddy,Mutryn,21481,23,12,Gat,Giovanni,Collin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:00:00,,0,,,,,,,,2,2,0:00,19539,22097,0,5,300.0,150.0,12,19539,9,1,Mon,Gabe,Smith,22097,72,12,Gat,Nicholas,Petrut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,2,01:20,,80,1,,,,,,,690428,,1:20,,,,,136.0,64.0,,,,,,,,,,,,,,1,20164,,,,,,,,24108,5,Default,Non quality on net,2,,1,12,,,,20164,18,1,Mon,Caleb,Desnoyers,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,2,01:21,,81,1,,,,,,,690430,,1:21,,,,,52.0,164.0,,,,,,,,,,,,,,1,19619,,,,,,,,24108,5,Default,Quality on net,1,,1,12,,,,19619,92,1,Mon,Gavin,Cornforth,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:01:28,,88,,,,,,,,2,2,1:28,20164,21292,0,9,143.0,94.0,12,20164,18,1,Mon,Caleb,Desnoyers,21292,91,12,Gat,Simon-Xavier,Cyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hit,,,,00:01:32,,92,12,,,,,,,349260,2,1:32,,,,,469.0,10.0,,,,,,,,,,,,,,0,21298,1,21298,22,12,Gat,Noah,Florent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,2,01:42,,102,1,,,,,,,690420,,1:42,,,,,179.0,15.0,,,,,,,,,,,,,,1,23761,,,,,,,,24108,5,Default,Non quality on net,2,,1,12,,,,23761,2,1,Mon,Max,Vilen,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hit,,,,00:01:45,,105,1,,,,,,,349261,2,1:45,,,,,288.0,291.0,,,,,,,,,,,,,,1,19555,1,19555,44,1,Mon,Evan,Dépatie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,2,02:21,,141,1,,,,,,,690421,,2:21,,,,,210.0,162.0,,,,,,,,,,,,,,1,23747,,,,,,,,24108,5,Default,Non quality on net,2,,1,12,,,,23747,38,1,Mon,Eerik,Wallenius,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:02:37,,157,,,,,,,,2,2,2:37,20414,24067,0,8,143.0,251.0,12,20414,14,1,Mon,Teddy,Mutryn,24067,61,12,Gat,Peter,Legostaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,2,03:05,,185,1,,,,,,,690423,,3:05,,,,,105.0,22.0,,,,,,,,,,,,,,1,20447,,,,,,,,24108,5,Default,Non quality on net,2,,1,12,,,,20447,86,1,Mon,Niko,Tournas,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,2,03:19,,199,12,,,,,,,690424,,3:19,,,,,471.0,83.0,,,,,,,,,,,,,,0,23340,,,,,,,,21388,5,Default,Quality on net,1,,12,1,,,,23340,9,12,Gat,Louis-Étienne,Halley,21388,35,1,Mon,Jacoby,Weiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:03:20,,200,,,,,,,,2,2,3:20,19625,20244,0,2,500.0,94.0,12,19625,23,1,Mon,Riley,Sampson,20244,93,12,Gat,Zackarie,Michaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,2,03:43,,223,1,,,,,,,690426,,3:43,,,,,187.0,74.0,,,,,,,,,,,,,,1,23895,,,,,,,,24108,5,Default,Non quality on net,2,,1,12,,,,23895,16,1,Mon,Tommy,Bleyl,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hit,,,,00:04:29,,269,12,,,,,,,349262,2,4:29,,,,,87.0,295.0,,,,,,,,,,,,,,0,19103,1,19103,13,12,Gat,Jérémie,Dumas-Larouche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:04:51,,291,,,,,,,,2,2,4:51,20414,21290,1,2,500.0,94.0,1,20414,14,1,Mon,Teddy,Mutryn,21290,86,12,Gat,Maxim,Dubé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hit,,,,00:04:56,,296,12,,,,,,,349264,2,4:56,,,,,437.0,287.0,,,,,,,,,,,,,,0,21290,1,21290,86,12,Gat,Maxim,Dubé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,2,05:26,,326,1,,,,,,,690431,,5:26,,,,,207.0,29.0,,,,,,,,,,,,,,1,19555,,,,,,,,24108,5,Default,Non quality on net,2,,1,12,,,,19555,44,1,Mon,Evan,Dépatie,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:05:40,,340,,,,,,,,2,2,5:40,20414,21292,0,2,500.0,94.0,12,20414,14,1,Mon,Teddy,Mutryn,21292,91,12,Gat,Simon-Xavier,Cyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hit,,,,00:06:52,,412,1,,,,,,,349267,2,6:52,,,,,16.0,225.0,,,,,,,,,,,,,,1,20164,1,20164,18,1,Mon,Caleb,Desnoyers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hit,,,,00:07:15,,435,1,,,,,,,349268,2,7:15,,,,,491.0,8.0,,,,,,,,,,,,,,1,23995,1,23995,15,1,Mon,Matthew,Virgilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,2,09:54,,594,1,,,,,,,690437,,9:54,,,,,92.0,188.0,,,,,,,,,,,,,,1,23761,,,,,,,,24108,5,Default,Quality on net,1,,1,12,,,,23761,2,1,Mon,Max,Vilen,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,2,11:07,,667,12,,,,,,,690438,,11:07,,,,,418.0,54.0,,,,,,,,,,,,,,0,21299,,,,,,,,21388,5,Default,Non quality on net,2,,12,1,,,,21299,5,12,Gat,Michel,Myloserdnyy,21388,35,1,Mon,Jacoby,Weiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:11:08,,668,,,,,,,,2,2,11:08,20414,21292,1,2,500.0,94.0,1,20414,14,1,Mon,Teddy,Mutryn,21292,91,12,Gat,Simon-Xavier,Cyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penalty,,,2,,,690,1,,,,,,,949974,2nd,,,,,,,,,,,,,,,,,,,,,1,20414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20414,364,1,11:30,0,2.00,2:00,1,Minor,High sticking,20414,14,1,Mon,Teddy,Mutryn,20414,14,1,Mon,Teddy,Mutryn,,,,,,
faceoff,,,,00:11:30,,690,,,,,,,,2,2,11:30,19539,22097,1,1,500.0,251.0,1,19539,9,1,Mon,Gabe,Smith,22097,72,12,Gat,Nicholas,Petrut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,2,11:42,,702,12,,,,,,,690447,,11:42,,,,,448.0,231.0,,,,,,,,,,,,,,0,22097,,,,,,,,21388,5,Default,Non quality on net,2,,12,1,,,,22097,72,12,Gat,Nicholas,Petrut,21388,35,1,Mon,Jacoby,Weiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,2,12:05,,725,12,,,,,,,690449,,12:05,,,,,478.0,191.0,,,,,,,,,,,,,,0,22097,,,,,,,,21388,5,Default,Quality on net,1,,12,1,,,,22097,72,12,Gat,Nicholas,Petrut,21388,35,1,Mon,Jacoby,Weiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:12:06,,726,,,,,,,,2,2,12:06,20164,22097,0,1,500.0,251.0,12,20164,18,1,Mon,Caleb,Desnoyers,22097,72,12,Gat,Nicholas,Petrut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hit,,,,00:13:47,,827,12,,,,,,,349282,2,13:47,,,,,190.0,5.0,,,,,,,,,,,,,,0,19705,1,19705,6,12,Gat,Alexandre,Carbonneau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,2,14:41,,881,12,,,,,,,690457,,14:41,,,,,408.0,202.0,,,,,,,,,,,,,,0,20244,,,,,,,,21388,5,Default,Non quality on net,2,,12,1,,,,20244,93,12,Gat,Zackarie,Michaud,21388,35,1,Mon,Jacoby,Weiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penalty,,,2,,,885,1,,,,,,,949975,2nd,,,,,,,,,,,,,,,,,,,,,1,20414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20414,378,1,14:45,0,2.00,2:00,1,Minor,Kneeing,20414,14,1,Mon,Teddy,Mutryn,20414,14,1,Mon,Teddy,Mutryn,,,,,,
faceoff,,,,00:14:45,,885,,,,,,,,2,2,14:45,19539,22097,0,1,500.0,251.0,12,19539,9,1,Mon,Gabe,Smith,22097,72,12,Gat,Nicholas,Petrut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:15:00,,900,,,,,,,,2,2,15:00,19539,22097,0,7,247.0,73.0,12,19539,9,1,Mon,Gabe,Smith,22097,72,12,Gat,Nicholas,Petrut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:15:46,,946,,,,,,,,2,2,15:46,20164,22097,1,8,143.0,251.0,1,20164,18,1,Mon,Caleb,Desnoyers,22097,72,12,Gat,Nicholas,Petrut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,2,15:50,,950,1,,,,,,,690464,,15:50,,,,,201.0,95.0,,,,,,,,,,,,,,1,23895,,,,,,,,24108,5,Default,Non quality on net,2,,1,12,,,,23895,16,1,Mon,Tommy,Bleyl,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:15:51,,951,,,,,,,,2,2,15:51,20164,24067,0,8,143.0,251.0,12,20164,18,1,Mon,Caleb,Desnoyers,24067,61,12,Gat,Peter,Legostaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hit,,,,00:17:30,,1050,12,,,,,,,349288,2,17:30,,,,,6.0,114.0,,,,,,,,,,,,,,0,23933,1,23933,3,12,Gat,Drew,McLennan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,2,17:46,,1066,1,,,,,,,690473,,17:46,,,,,157.0,214.0,,,,,,,,,,,,,,1,23995,,,,,,,,24108,5,Default,Non quality on net,2,,1,12,,,,23995,15,1,Mon,Matthew,Virgilio,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:17:47,,1067,,,,,,,,2,2,17:47,19619,19080,1,9,143.0,94.0,1,19619,92,1,Mon,Gavin,Cornforth,19080,58,12,Gat,Justin,Boisselle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,2,17:58,,1078,1,,,,,,,690474,,17:58,,,,,204.0,249.0,,,,,,,,,,,,,,1,23761,,,,,,,,24108,5,Default,Non quality on net,2,,1,12,,,,23761,2,1,Mon,Max,Vilen,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hit,,,,00:18:19,,1099,12,,,,,,,349291,2,18:19,,,,,585.0,248.0,,,,,,,,,,,,,,0,21321,1,21321,71,12,Gat,Alex,Dagenais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:18:51,,1131,,,,,,,,2,2,18:51,19625,19080,0,8,143.0,251.0,12,19625,23,1,Mon,Riley,Sampson,19080,58,12,Gat,Justin,Boisselle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,2,19:06,,1146,1,,,,,,,690477,,19:06,,,,,157.0,62.0,,,,,,,,,,,,,,1,23895,,,,,,,,24108,5,Default,Non quality on net,2,,1,12,,,,23895,16,1,Mon,Tommy,Bleyl,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,2,19:24,,1164,1,,,,,,,690479,,19:24,,,,,178.0,63.0,,,,,,,,,,,,,,1,23895,,,,,,,,24108,5,Default,Non quality on net,2,,1,12,,,,23895,16,1,Mon,Tommy,Bleyl,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:19:26,,1166,,,,,,,,2,2,19:26,19539,21290,1,9,143.0,94.0,1,19539,9,1,Mon,Gabe,Smith,21290,86,12,Gat,Maxim,Dubé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:19:30,,1170,,,,,,,,2,2,19:30,19539,21290,0,9,143.0,94.0,12,19539,9,1,Mon,Gabe,Smith,21290,86,12,Gat,Maxim,Dubé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,2,19:48,,1188,1,,,,,,,690480,,19:48,,,,,196.0,230.0,,,,,,,,,,,,,,1,23747,,,,,,,,24108,5,Default,Non quality on net,2,,1,12,,,,23747,38,1,Mon,Eerik,Wallenius,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hit,,,,00:19:59,,1199,1,,,,,,,349298,2,19:59,,,,,12.0,71.0,,,,,,,,,,,,,,1,19539,1,19539,9,1,Mon,Gabe,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:00:00,,0,,,,,,,,3,3,0:00,20414,22097,1,5,300.0,150.0,1,20414,14,1,Mon,Teddy,Mutryn,22097,72,12,Gat,Nicholas,Petrut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,3,00:22,,22,1,,,,,,,690487,,0:22,,,,,197.0,248.0,,,,,,,,,,,,,,1,19528,,,,,,,,24108,5,Default,Non quality on net,2,,1,12,,,,19528,24,1,Mon,Adam,Fortier-Gendron,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hit,,,,00:02:18,,138,12,,,,,,,349304,3,2:18,,,,,73.0,291.0,,,,,,,,,,,,,,0,21292,1,21292,91,12,Gat,Simon-Xavier,Cyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
